Name,CLs,CDs,CMs,Xtr_Top,Xtr_Bot,CLmax,Score,Failure_Reason
naca0015.dat,"[0.1, 0.3]","[array([0.00621674, 0.00660862])]","[array([0.00046188, 0.00133119])]","[array([0.50424553, 0.37521885])]","[array([0.65144009, 0.77200639])]",1.208619063346666,-17.386304462518254,None
ah82150a.dat,"[0.1, 0.3]","[array([0.00800444, 0.00561637])]","[array([-0.09866812, -0.1006585 ])]","[array([0.71074803, 0.68776206])]","[array([0.11542012, 0.71104371])]",1.2119883604810675,-17.388416010555105,None
goe526.dat,"[0.1, 0.3]","[array([0.00769731, 0.00720914])]","[array([-0.08298489, -0.08021954])]","[array([0.71787152, 0.66743269])]","[array([0.08116304, 0.1156569 ])]",1.366785007476754,-17.395418574594586,None
fxs03182.dat,"[0.1, 0.3]","[array([0.00634909, 0.00654625])]","[array([-0.10727715, -0.11145608])]","[array([0.65758213, 0.64468026])]","[array([0.56765479, 0.60557149])]",1.2960105929904162,-17.41085780990049,None
e604.dat,"[0.1, 0.3]","[array([0.00634955, 0.00646326])]","[array([-0.11270161, -0.11668993])]","[array([0.66320967, 0.64251025])]","[array([0.57128575, 0.61918443])]",1.3685684170008185,-17.415669482385933,None
avistar.dat,"[0.1, 0.3]","[array([0.00755579, 0.00590859])]","[array([-0.03630391, -0.03316882])]","[array([0.65139465, 0.5519371 ])]","[array([0.17699681, 0.71595771])]",1.21846018944157,-17.444204681108694,None
e398.dat,"[0.1, 0.3]","[array([0.00810805, 0.00731711])]","[array([-0.1563071 , -0.15808109])]","[array([0.69536558, 0.6562875 ])]","[array([0.0814495 , 0.20723124])]",1.5639929598541271,-17.44836094344933,None
mh93.dat,"[0.1, 0.3]","[array([0.00622333, 0.00680486])]","[array([0.03690035, 0.03594832])]","[array([0.37276351, 0.32664562])]","[array([0.78675408, 0.83278591])]",1.2960442693769785,-17.47254664778287,None
e546.dat,"[0.1, 0.3]","[array([0.00620996, 0.00643911])]","[array([-0.04707923, -0.04847551])]","[array([0.59243875, 0.55815265])]","[array([0.66793867, 0.68169485])]",1.10999035215228,-17.48064911571143,None
naca643418.dat,"[0.1, 0.3]","[array([0.00642117, 0.00657073])]","[array([-0.07601152, -0.07880066])]","[array([0.60222195, 0.57753375])]","[array([0.5188688 , 0.56663849])]",1.3004258462855784,-17.48935094327986,None
fx61147.dat,"[0.1, 0.3]","[array([0.00882773, 0.00605678])]","[array([-0.12053502, -0.12978288])]","[array([0.65584129, 0.58100519])]","[array([0.01524414, 0.59639306])]",1.4780509322461757,-17.49172917686518,None
m17.dat,"[0.1, 0.3]","[array([0.00824492, 0.00761212])]","[array([-0.02336882, -0.02421011])]","[array([0.5687543 , 0.53451201])]","[array([0.02620599, 0.05666573])]",1.2424916520012257,-17.49313633801761,None
eiffel385.dat,"[0.1, 0.3]","[array([0.00768582, 0.00757584])]","[array([-0.11188416, -0.11278118])]","[array([0.66936748, 0.61058532])]","[array([0.16394133, 0.1963375 ])]",1.4923664025078902,-17.503382234628127,None
fx75vg166.dat,"[0.1, 0.3]","[array([0.00633501, 0.0068798 ])]","[array([-0.05926475, -0.06187076])]","[array([0.68754567, 0.6752938 ])]","[array([0.76511252, 0.77807215])]",1.2486552702982434,-17.50587654109234,None
fx77w121.dat,"[0.1, 0.3]","[array([0.009031  , 0.00637752])]","[array([-0.01844375, -0.01713193])]","[array([0.45372095, 0.44395494])]","[array([0.01474242, 0.72037954])]",1.4245211563948148,-17.52104281377949,None
mh126.dat,"[0.1, 0.3]","[array([0.00689325, 0.00714067])]","[array([-0.10444969, -0.1051884 ])]","[array([0.57527759, 0.51914752])]","[array([0.43713816, 0.47596628])]",1.5762328141209774,-17.5341219131535,None
goe325.dat,"[0.1, 0.3]","[array([0.0087773 , 0.00818681])]","[array([-0.08907747, -0.088846  ])]","[array([0.71660157, 0.52909146])]","[array([0.00918764, 0.0099188 ])]",1.459569787560312,-17.542686586869706,None
e558.dat,"[0.1, 0.3]","[array([0.00731396, 0.00736371])]","[array([-0.11260062, -0.11200497])]","[array([0.58963927, 0.53072245])]","[array([0.29244903, 0.32988631])]",1.5256174755698961,-17.543191430314874,None
e593.dat,"[0.1, 0.3]","[array([0.00848542, 0.00781758])]","[array([-0.03254439, -0.03256737])]","[array([0.44050761, 0.42695492])]","[array([0.05153469, 0.18559614])]",1.5283996027638431,-17.546894733957856,None
pt40.dat,"[0.1, 0.3]","[array([0.00796841, 0.00772303])]","[array([-0.0780996 , -0.07640751])]","[array([0.72837452, 0.64230623])]","[array([0.06120323, 0.07119086])]",1.4844013935037226,-17.563509558008267,None
usa35b.dat,"[0.1, 0.3]","[array([0.0081595 , 0.00782182])]","[array([-0.08856585, -0.08839016])]","[array([0.65863623, 0.58646749])]","[array([0.04739843, 0.06400559])]",1.5348068130371917,-17.566687073193048,None
ah93156.dat,"[0.1, 0.3]","[array([0.00796333, 0.00563966])]","[array([-0.07590575, -0.08027568])]","[array([0.69171906, 0.67540883])]","[array([0.15768785, 0.77261951])]",1.307748398991171,-17.572207924255277,None
fx78k161.dat,"[0.1, 0.3]","[array([0.00612885, 0.00664683])]","[array([-0.02613682, -0.02881001])]","[array([0.66396034, 0.65181486])]","[array([0.81453464, 0.85883626])]",1.0627425634909875,-17.583321023314852,None
hq3518.dat,"[0.1, 0.3]","[array([0.00728011, 0.0063223 ])]","[array([-0.10040223, -0.1000334 ])]","[array([0.67724187, 0.6434654 ])]","[array([0.27767159, 0.53901945])]",1.472292561596183,-17.58553140665029,None
goe591.dat,"[0.1, 0.3]","[array([0.00862246, 0.00762155])]","[array([-0.10828293, -0.10516428])]","[array([0.72826691, 0.65240596])]","[array([0.01202682, 0.04289034])]",1.5283322386286116,-17.59360259262398,None
r1082.dat,"[0.1, 0.3]","[array([0.00616908, 0.00638792])]","[array([-0.06548887, -0.06601683])]","[array([0.59107591, 0.57190809])]","[array([0.6698323 , 0.76787217])]",1.258744758026385,-17.601668381014154,None
e580.dat,"[0.1, 0.3]","[array([0.00886373, 0.00626609])]","[array([-0.14942872, -0.15434429])]","[array([0.74756436, 0.69146029])]","[array([0.01468847, 0.4394401 ])]",1.5791077451598987,-17.637533146410682,None
e1200.dat,"[0.1, 0.3]","[array([0.00782868, 0.00610307])]","[array([-0.11038614, -0.11200741])]","[array([0.70434457, 0.68426979])]","[array([0.18750658, 0.59589709])]",1.4615070181502239,-17.645320953220747,None
e637.dat,"[0.1, 0.3]","[array([0.00902413, 0.00606892])]","[array([-0.00543582,  0.00064338])]","[array([0.4217248 , 0.39140952])]","[array([0.02022884, 0.96830378])]",1.4090747973897368,-17.65840466911423,None
gs1.dat,"[0.1, 0.3]","[array([0.00765639, 0.00732345])]","[array([-0.10769245, -0.10696082])]","[array([0.66533617, 0.5991522 ])]","[array([0.12031639, 0.20610847])]",1.4204536058652844,-17.667125090858573,None
e333.dat,"[0.1, 0.3]","[array([0.00905515, 0.00594487])]","[array([-0.01873881, -0.00449604])]","[array([0.45820528, 0.41831375])]","[array([0.01340643, 0.94909338])]",1.3600672123975184,-17.675903728549436,None
ah63k127.dat,"[0.1, 0.3]","[array([0.00906483, 0.00592082])]","[array([-0.09770353, -0.0995499 ])]","[array([0.70111411, 0.68957227])]","[array([0.00852364, 0.57924301])]",1.2705142792707116,-17.70506446241614,None
r1080.dat,"[0.1, 0.3]","[array([0.00610299, 0.0063753 ])]","[array([-0.05747265, -0.05897348])]","[array([0.61692153, 0.60254633])]","[array([0.70682821, 0.76662625])]",1.1990090836600387,-17.724124164489808,None
naca633618.dat,"[0.1, 0.3]","[array([0.00679197, 0.00668178])]","[array([-0.11089448, -0.11491005])]","[array([0.6217285 , 0.59109722])]","[array([0.40242658, 0.48030084])]",1.3619105184796354,-17.741586152576346,None
goe626.dat,"[0.1, 0.3]","[array([0.00740809, 0.00789281])]","[array([-0.14646065, -0.14356084])]","[array([0.69455622, 0.57688924])]","[array([0.23546419, 0.23498459])]",1.6212606053751049,-17.758952241494143,None
e668.dat,"[0.1, 0.3]","[array([0.0083458 , 0.00650195])]","[array([-0.12910413, -0.1322752 ])]","[array([0.78415111, 0.76687679])]","[array([0.04774029, 0.34885803])]",1.3632308593066131,-17.76804986829408,None
ah81k144.dat,"[0.1, 0.3]","[array([0.00816645, 0.00619591])]","[array([-0.08856363, -0.09196522])]","[array([0.68796281, 0.67519146])]","[array([0.09901841, 0.59599522])]",1.294364474355415,-17.786596643696136,None
naca663218.dat,"[0.1, 0.3]","[array([0.00612981, 0.00616956])]","[array([-0.03955805, -0.04278626])]","[array([0.73031132, 0.71709695])]","[array([0.72210693, 0.73466354])]",1.1000958826033376,-17.811670485890826,None
fx66s171.dat,"[0.1, 0.3]","[array([0.00706807, 0.00726529])]","[array([-0.09093505, -0.09247252])]","[array([0.52745885, 0.50730497])]","[array([0.42539005, 0.47318543])]",1.4765553545495227,-17.82100518932407,None
s4094.dat,"[0.1, 0.3]","[array([0.00901321, 0.00738782])]","[array([-0.04176345, -0.0422213 ])]","[array([0.62906803, 0.53299929])]","[array([0.27099049, 0.97890699])]",1.4751085748966528,-17.824202523826354,None
goe285.dat,"[0.1, 0.3]","[array([0.00784881, 0.00776369])]","[array([-0.07206612, -0.07108659])]","[array([0.67299584, 0.56398808])]","[array([0.06892889, 0.08726625])]",1.4347491166592112,-17.8312071581426,None
stcyr172.dat,"[0.1, 0.3]","[array([0.00705234, 0.00662077])]","[array([0.00119967, 0.00602246])]","[array([0.37854279, 0.31340709])]","[array([0.51901066, 0.78944929])]",1.1980031852491706,-17.86793781297009,None
goe567.dat,"[0.1, 0.3]","[array([0.00808725, 0.0075683 ])]","[array([-0.14458217, -0.14444428])]","[array([0.65513395, 0.61085512])]","[array([0.10363219, 0.18943889])]",1.571614874729912,-17.91485362437698,None
wb140.dat,"[0.1, 0.3]","[array([0.00742287, 0.00700045])]","[array([-0.08556404, -0.08772668])]","[array([0.70708137, 0.68287942])]","[array([0.23405961, 0.30636534])]",1.3015672332544392,-17.915586408922866,None
e553.dat,"[0.1, 0.3]","[array([0.0068098 , 0.00702728])]","[array([-0.1036404 , -0.10456274])]","[array([0.61378428, 0.57523367])]","[array([0.44923639, 0.46520161])]",1.407914415969711,-17.91979925112123,None
p51droot.dat,"[0.1, 0.3]","[array([0.00664707, 0.0068655 ])]","[array([-0.04006162, -0.04216575])]","[array([0.54230761, 0.51650413])]","[array([0.5789359 , 0.60999168])]",1.2752058414576235,-17.926813360274053,None
goe534.dat,"[0.1, 0.3]","[array([0.00836323, 0.00801772])]","[array([-0.1005034, -0.0972915])]","[array([0.55595104, 0.47910957])]","[array([0.07852435, 0.13993608])]",1.666790952514105,-17.9342973378505,None
naca643218.dat,"[0.1, 0.3]","[array([0.00647587, 0.00655125])]","[array([-0.03873748, -0.04151311])]","[array([0.58150583, 0.55819134])]","[array([0.56313747, 0.59014804])]",1.226322839820093,-17.949967073435843,None
s1221.dat,"[0.1, 0.3]","[array([0.00950414, 0.00893439])]","[array([-0.17308651, -0.17482433])]","[array([0.58066647, 0.46647696])]","[array([0.00894691, 0.02558056])]",1.922803962013779,-17.9582719451247,None
fx84w140.dat,"[0.1, 0.3]","[array([0.00792576, 0.00694177])]","[array([-0.09363487, -0.09576413])]","[array([0.67511251, 0.63980335])]","[array([0.0704559 , 0.25002289])]",1.3672397521229498,-17.97508294988421,None
naca633418.dat,"[0.1, 0.3]","[array([0.00655798, 0.00659653])]","[array([-0.07536452, -0.07802826])]","[array([0.59511572, 0.56966805])]","[array([0.49174398, 0.54431047])]",1.2413717467500853,-17.979698702714924,None
e545.dat,"[0.1, 0.3]","[array([0.00639529, 0.00664889])]","[array([-0.06846595, -0.07011879])]","[array([0.61904123, 0.58434404])]","[array([0.6067856 , 0.62771125])]",1.1775245000563175,-18.006936457145667,None
mh115.dat,"[0.1, 0.3]","[array([0.00964376, 0.00781426])]","[array([-0.16496808, -0.16448302])]","[array([0.82068378, 0.76412947])]","[array([0.01112476, 0.01284501])]",1.6442895496171936,-18.016606063261165,None
ah93157.dat,"[0.1, 0.3]","[array([0.00821555, 0.005666  ])]","[array([-0.07623874, -0.0805731 ])]","[array([0.68603682, 0.66949352])]","[array([0.11304677, 0.74955058])]",1.2992524596127613,-18.020358768950366,None
defcnd2.dat,"[0.1, 0.3]","[array([0.0084395 , 0.00616001])]","[array([-0.06174935, -0.05391863])]","[array([0.57718696, 0.48045905])]","[array([0.05246724, 0.71509437])]",1.4368368732205292,-18.042372078622787,None
naca633218.dat,"[0.1, 0.3]","[array([0.0064168 , 0.00659343])]","[array([-0.03738966, -0.03985401])]","[array([0.57289449, 0.52397572])]","[array([0.54387122, 0.57404752])]",1.2097610134525674,-18.045442874263514,None
oaf128.dat,"[0.1, 0.3]","[array([0.00787811, 0.00794389])]","[array([-0.02775974, -0.02978078])]","[array([0.45781266, 0.38427137])]","[array([0.38396345, 0.48380521])]",1.4953014273768033,-18.065182850773553,None
goe655.dat,"[0.1, 0.3]","[array([0.00837027, 0.00743941])]","[array([-0.09043889, -0.08707604])]","[array([0.64357283, 0.55060443])]","[array([0.04175663, 0.24255664])]",1.6021477118961756,-18.11478175339511,None
fxs21158.dat,"[0.1, 0.3]","[array([0.00806342, 0.00730324])]","[array([-0.09084777, -0.09427386])]","[array([0.48491986, 0.46699973])]","[array([0.17777293, 0.47003011])]",1.5067260500385977,-18.140366339528647,None
e169.dat,"[0.1, 0.3]","[array([0.00681961, 0.00704168])]","[array([0.00011273, 0.00027118])]","[array([0.43117154, 0.36220568])]","[array([0.48834256, 0.5609152 ])]",1.1103306031038291,-18.176992641746196,None
e544.dat,"[0.1, 0.3]","[array([0.00626696, 0.0064685 ])]","[array([-0.05607776, -0.05755645])]","[array([0.63222324, 0.59965048])]","[array([0.66296902, 0.67594717])]",1.0909650455294555,-18.186123217747024,None
e543.dat,"[0.1, 0.3]","[array([0.00614237, 0.0063922 ])]","[array([-0.04388408, -0.04530561])]","[array([0.62620929, 0.59311262])]","[array([0.72246385, 0.7312412 ])]",1.039105271073781,-18.187547381852696,None
e547.dat,"[0.1, 0.3]","[array([0.00640502, 0.00661416])]","[array([-0.04386698, -0.04549193])]","[array([0.57346971, 0.54689259])]","[array([0.66347621, 0.67932182])]",1.1750059031258306,-18.23102337397893,None
fx6617a2.dat,"[0.1, 0.3]","[array([0.00705582, 0.00727639])]","[array([-0.0858242 , -0.08790104])]","[array([0.51932784, 0.50279855])]","[array([0.51945724, 0.5525738 ])]",1.518204240083176,-18.243008727917413,None
ist-mt1-12.dat,"[0.1, 0.3]","[array([0.00911637, 0.00785348])]","[array([-0.21544287, -0.22175619])]","[array([0.83623085, 0.81942573])]","[array([0.01762973, 0.04068348])]",1.4970285943866144,-18.245647838721393,None
naca4415.dat,"[0.1, 0.3]","[array([0.00750678, 0.00732164])]","[array([-0.10085047, -0.10080411])]","[array([0.71808534, 0.63796649])]","[array([0.14633844, 0.23564329])]",1.4468589926476436,-18.257802118626252,None
goe385.dat,"[0.1, 0.3]","[array([0.0091027 , 0.00785473])]","[array([-0.07050081, -0.0709024 ])]","[array([0.66893554, 0.59694383])]","[array([0.00819313, 0.01125643])]",1.48404868183314,-18.258888557100388,None
goe398.dat,"[0.1, 0.3]","[array([0.00805792, 0.00756262])]","[array([-0.09649746, -0.09364119])]","[array([0.69064151, 0.62912222])]","[array([0.06434406, 0.10988264])]",1.5156231576129886,-18.268653497533712,None
fx79w151a.dat,"[0.1, 0.3]","[array([0.00781353, 0.00639918])]","[array([-0.05150669, -0.05137312])]","[array([0.57261046, 0.54379282])]","[array([0.22631535, 0.59182041])]",1.2945393459600694,-18.28678224926196,None
fx66182.dat,"[0.1, 0.3]","[array([0.00703307, 0.00725061])]","[array([-0.08758489, -0.0898051 ])]","[array([0.52205991, 0.50550398])]","[array([0.52310033, 0.55607157])]",1.4910088267816481,-18.297852744724665,None
e603.dat,"[0.1, 0.3]","[array([0.00646446, 0.00667246])]","[array([-0.08554859, -0.08942359])]","[array([0.59888045, 0.58345953])]","[array([0.59603087, 0.69570732])]",1.3195227479563503,-18.32160877136027,None
l7769.dat,"[0.1, 0.3]","[array([0.00865376, 0.00821353])]","[array([-0.02931847, -0.02818585])]","[array([0.4431549 , 0.43105084])]","[array([0.06626307, 0.08562805])]",1.4930126987793992,-18.32406821452453,None
goe648.dat,"[0.1, 0.3]","[array([0.00773733, 0.0074746 ])]","[array([-0.08630579, -0.0802705 ])]","[array([0.66348583, 0.51902517])]","[array([0.11816002, 0.30497627])]",1.5562485773314019,-18.329183366171513,None
w1015.dat,"[0.1, 0.3]","[array([0.00662093, 0.0070474 ])]","[array([0.00065717, 0.00211765])]","[array([0.45809977, 0.33550462])]","[array([0.56787845, 0.68015102])]",1.2124356491155233,-18.33375324333708,None
e561.dat,"[0.1, 0.3]","[array([0.00799896, 0.00789004])]","[array([-0.15484221, -0.15482421])]","[array([0.61707114, 0.56126096])]","[array([0.20064253, 0.24207295])]",1.7447057337376404,-18.3755347368514,None
fxs02196.dat,"[0.1, 0.3]","[array([0.00700747, 0.00725915])]","[array([-0.10263976, -0.10618215])]","[array([0.55853328, 0.54118644])]","[array([0.46439092, 0.49749218])]",1.563407876644379,-18.421404408542926,None
eiffel371.dat,"[0.1, 0.3]","[array([0.00885867, 0.00605036])]","[array([-0.04959987, -0.0359199 ])]","[array([0.5668497 , 0.49877984])]","[array([0.03890536, 0.7260953 ])]",1.4259176472143205,-18.428660995878015,None
e549.dat,"[0.1, 0.3]","[array([0.00666131, 0.00685277])]","[array([-0.07041615, -0.07213752])]","[array([0.5876703 , 0.56106332])]","[array([0.55313491, 0.57957837])]",1.2729726054780006,-18.443664159572933,None
fx63137.dat,"[0.1, 0.3]","[array([0.00942276, 0.00813655])]","[array([-0.1966481 , -0.20204698])]","[array([0.77985123, 0.74789696])]","[array([0.01007105, 0.0268491 ])]",1.7759480197046438,-18.444267402540536,None
fx84w150.dat,"[0.1, 0.3]","[array([0.00799707, 0.0069687 ])]","[array([-0.0933753 , -0.09544575])]","[array([0.6657333 , 0.63163233])]","[array([0.08341368, 0.28168952])]",1.3961085558266206,-18.446013776206833,None
goe414.dat,"[0.1, 0.3]","[array([0.00817048, 0.00743461])]","[array([-0.11802709, -0.11734178])]","[array([0.72602054, 0.6425963 ])]","[array([0.04294734, 0.16222073])]",1.4405405510246736,-18.455716966072274,None
mh84.dat,"[0.1, 0.3]","[array([0.00890855, 0.00822961])]","[array([-0.06908439, -0.06906856])]","[array([0.46653736, 0.4038712 ])]","[array([0.02950427, 0.10102205])]",1.749439258222242,-18.480361960839193,None
e340.dat,"[0.1, 0.3]","[array([0.00695135, 0.00779962])]","[array([0.05458776, 0.04872416])]","[array([0.37827199, 0.3476507 ])]","[array([0.91238143, 0.90972902])]",1.3780616502588339,-18.486259429210936,None
e1098.dat,"[0.1, 0.3]","[array([0.00691796, 0.00702847])]","[array([-0.11261654, -0.11667278])]","[array([0.64482944, 0.63313948])]","[array([0.49351574, 0.5182602 ])]",1.4087004761543964,-18.498220979190805,None
e554.dat,"[0.1, 0.3]","[array([0.00717031, 0.00744144])]","[array([-0.09322934, -0.09434193])]","[array([0.52483862, 0.49252047])]","[array([0.44800578, 0.46462338])]",1.5032346821040141,-18.52381041739296,None
goe529.dat,"[0.1, 0.3]","[array([0.00940691, 0.00818629])]","[array([-0.11126125, -0.10960282])]","[array([0.65589221, 0.5974057 ])]","[array([0.0076861 , 0.02407971])]",1.5606459244686048,-18.534927863504066,None
oa213.dat,"[0.1, 0.3]","[array([0.00794015, 0.00588488])]","[array([ 0.00065151, -0.00119988])]","[array([0.56946791, 0.44548336])]","[array([0.08412119, 0.88528768])]",0.9394330679813309,-18.538203867630152,None
