Name,CLs,CDs,CMs,Xtr_Top,Xtr_Bot,CLmax,Score,Failure_Reason
ls417.dat,"[0.1, 0.3]","[array([0.00663594, 0.0061673 ])]","[array([-0.10813286, -0.11483405])]","[array([0.75818207, 0.74150704])]","[array([0.43868754, 0.63184697])]",1.501671833986894,-16.010623826595975,None
goe550.dat,"[0.1, 0.3]","[array([0.00715291, 0.00705323])]","[array([-0.11991593, -0.11789776])]","[array([0.72677831, 0.66277011])]","[array([0.17577537, 0.20270543])]",1.4041829254628921,-16.011012419771717,None
s8036.dat,"[0.1, 0.3]","[array([0.00595257, 0.00594886])]","[array([-0.02998321, -0.02660099])]","[array([0.61535625, 0.57182251])]","[array([0.63291403, 0.706025  ])]",1.2222150067635493,-16.022819617963904,None
sc20518.dat,"[0.1, 0.3]","[array([0.00634432, 0.00642693])]","[array([-0.107544  , -0.11298235])]","[array([0.76954972, 0.71193624])]","[array([0.52126878, 0.56572577])]",1.548795835994723,-16.06303115610172,None
ah80129.dat,"[0.1, 0.3]","[array([0.00798765, 0.00501323])]","[array([-0.06090404, -0.05916537])]","[array([0.69307174, 0.67215488])]","[array([0.03760815, 0.88690437])]",1.1156878175718992,-16.08520638703625,None
r1082t.dat,"[0.1, 0.3]","[array([0.00580348, 0.00606848])]","[array([-0.06014711, -0.06127407])]","[array([0.60377282, 0.58245556])]","[array([0.70528341, 0.78208572])]",1.1678124322263792,-16.086048480499656,None
fxl142k.dat,"[0.1, 0.3]","[array([0.00640332, 0.00644184])]","[array([-0.00048928, -0.00164829])]","[array([0.51918201, 0.47795817])]","[array([0.55692166, 0.58479317])]",1.1974432631850356,-16.11075052964459,None
fx84w127.dat,"[0.1, 0.3]","[array([0.00751525, 0.00610461])]","[array([-0.07873537, -0.08024943])]","[array([0.67115968, 0.63200397])]","[array([0.08822874, 0.44440127])]",1.264963886042298,-16.135311731958982,None
e395.dat,"[0.1, 0.3]","[array([0.00805858, 0.00683461])]","[array([-0.16796342, -0.16993764])]","[array([0.77867643, 0.74124465])]","[array([0.04415876, 0.17682952])]",1.4678389314670655,-16.152792145160465,None
e326.dat,"[0.1, 0.3]","[array([0.00604436, 0.00665775])]","[array([0.03350902, 0.03366193])]","[array([0.41562225, 0.36932026])]","[array([0.86459541, 0.8605834 ])]",1.2048622814608634,-16.159228216992275,None
goe429.dat,"[0.1, 0.3]","[array([0.00638638, 0.00728892])]","[array([ 3.83380441e-05, -8.27104224e-04])]","[array([0.40618907, 0.2429936 ])]","[array([0.58961844, 0.68211398])]",1.2551464851098375,-16.161334121372672,None
marske2.dat,"[0.1, 0.3]","[array([0.00624932, 0.00702622])]","[array([0.03027898, 0.03395253])]","[array([0.25620343, 0.2148602 ])]","[array([0.86584923, 0.94184127])]",1.372845676165349,-16.17731546086428,None
fx05h126.dat,"[0.1, 0.3]","[array([0.00848064, 0.00558012])]","[array([-0.0081831 , -0.00974467])]","[array([0.53277496, 0.5180884 ])]","[array([0.04281566, 0.99438571])]",1.319923487921468,-16.183599143724948,None
goe623.dat,"[0.1, 0.3]","[array([0.00740796, 0.00707484])]","[array([-0.07974239, -0.08063225])]","[array([0.6920452 , 0.61304222])]","[array([0.09918724, 0.24871503])]",1.4570803789661084,-16.184364501737036,None
goe685.dat,"[0.1, 0.3]","[array([0.00707779, 0.00718087])]","[array([-0.10433028, -0.10321338])]","[array([0.68482347, 0.59642167])]","[array([0.20048554, 0.2291433 ])]",1.4003561916502545,-16.19126460969329,None
e168.dat,"[0.1, 0.3]","[array([0.00640407, 0.00665102])]","[array([0.00033861, 0.00118033])]","[array([0.44237329, 0.34867252])]","[array([0.53605909, 0.64591861])]",1.126557864191624,-16.19535691210323,None
e428.dat,"[0.1, 0.3]","[array([0.00680119, 0.00723574])]","[array([-0.01889244, -0.01651267])]","[array([0.4509167 , 0.24337636])]","[array([0.34881579, 0.60288558])]",1.295191464773256,-16.20947109671814,None
usa28.dat,"[0.1, 0.3]","[array([0.00670815, 0.00670247])]","[array([-0.0938882 , -0.08640329])]","[array([0.7415859 , 0.66682282])]","[array([0.26974099, 0.31878497])]",1.2269796850439019,-16.215312908413278,None
goe596.dat,"[0.1, 0.3]","[array([0.00781432, 0.00741477])]","[array([-0.08077227, -0.07915578])]","[array([0.6879718 , 0.59516466])]","[array([0.02707888, 0.04846297])]",1.3958779100849643,-16.235476101202085,None
n22.dat,"[0.1, 0.3]","[array([0.00769032, 0.00714961])]","[array([-0.08727504, -0.08792117])]","[array([0.71787716, 0.64125833])]","[array([0.06682754, 0.17544063])]",1.561535501520173,-16.240082518848638,None
naca001065.dat,"[0.1, 0.3]","[array([0.00435975, 0.00822348])]","[array([0.00287548, 0.01466445])]","[array([0.84005281, 0.09875931])]","[array([0.93224601, 0.94806641])]",0.9183429817198625,-16.24353738843744,None
geminism.dat,"[0.1, 0.3]","[array([0.00604974, 0.00590648])]","[array([-0.04246994, -0.04135366])]","[array([0.61251487, 0.54570874])]","[array([0.58733687, 0.73960804])]",1.1444019186274315,-16.244771291369364,None
mh91.dat,"[0.1, 0.3]","[array([0.00605348, 0.00658951])]","[array([0.02681056, 0.02634523])]","[array([0.38061811, 0.32959709])]","[array([0.76982142, 0.83307788])]",1.3259467475441296,-16.27423783452111,None
e664.dat,"[0.1, 0.3]","[array([0.00564864, 0.00610848])]","[array([-0.07923165, -0.08233736])]","[array([0.71079015, 0.69576711])]","[array([0.73470529, 0.77484466])]",1.1399428387264354,-16.293465010198958,None
giiin.dat,"[0.1, 0.3]","[array([0.00792582, 0.00764841])]","[array([-0.01129001, -0.00996158])]","[array([0.57540879, 0.45773384])]","[array([0.02011103, 0.03124618])]",1.4238515748775749,-16.307480769752257,None
e336.dat,"[0.1, 0.3]","[array([0.00621548, 0.00709869])]","[array([0.03757333, 0.03298829])]","[array([0.40679674, 0.36917548])]","[array([0.91758313, 0.92457358])]",1.326797570721372,-16.313087633515156,None
ah93k131.dat,"[0.1, 0.3]","[array([0.00775667, 0.00548122])]","[array([-0.03001054, -0.03268584])]","[array([0.72285096, 0.71065751])]","[array([0.1040895, 0.9655833])]",1.1637445448185502,-16.344377071038327,None
fxlv152.dat,"[0.1, 0.3]","[array([0.00629667, 0.0062849 ])]","[array([-0.00290153, -0.00521591])]","[array([0.55979569, 0.52129472])]","[array([0.58654989, 0.61326005])]",1.1760619131807597,-16.35499325583125,None
goe619.dat,"[0.1, 0.3]","[array([0.00748317, 0.0071599 ])]","[array([-0.11286041, -0.10996785])]","[array([0.71267401, 0.65431717])]","[array([0.12814013, 0.20521248])]",1.5800873200503431,-16.361063429189443,None
n64212ma.dat,"[0.1, 0.3]","[array([0.0077618 , 0.00724878])]","[array([-0.04818906, -0.04892553])]","[array([0.67777555, 0.62097188])]","[array([0.0473442 , 0.04797312])]",1.5217973544984116,-16.370760125352025,None
m14.dat,"[0.1, 0.3]","[array([0.00803133, 0.00734071])]","[array([-0.05371874, -0.05441225])]","[array([0.66103913, 0.59697929])]","[array([0.01826759, 0.05141411])]",1.2934247254910536,-16.381649536769775,None
goe239.dat,"[0.1, 0.3]","[array([0.00859129, 0.00779726])]","[array([-0.15426539, -0.15532306])]","[array([0.80286236, 0.71144432])]","[array([0.02303312, 0.03951304])]",1.692272157926486,-16.38794395360103,None
s4022.dat,"[0.1, 0.3]","[array([0.00857186, 0.00705291])]","[array([-0.16455915, -0.1661812 ])]","[array([0.9012031 , 0.84126144])]","[array([0.01206866, 0.02813651])]",1.4542048969448562,-16.39341029028762,None
wb13535sm.dat,"[0.1, 0.3]","[array([0.00698979, 0.00665407])]","[array([-0.08656777, -0.08529709])]","[array([0.69072087, 0.6429768 ])]","[array([0.25351847, 0.32586723])]",1.2688489807036694,-16.40578005413989,None
oaf117.dat,"[0.1, 0.3]","[array([0.00766559, 0.00762688])]","[array([-0.05351328, -0.05473205])]","[array([0.54997237, 0.4689279 ])]","[array([0.30317762, 0.40118065])]",1.497725454672226,-16.42419231304827,None
fx60160.dat,"[0.1, 0.3]","[array([0.00723017, 0.00588944])]","[array([-0.11144396, -0.11078319])]","[array([0.70551107, 0.67096084])]","[array([0.21289062, 0.58289445])]",1.2981511154621967,-16.427062917281475,None
goe723.dat,"[0.1, 0.3]","[array([0.00804547, 0.00705419])]","[array([-0.10737135, -0.10634163])]","[array([0.6865866 , 0.64365889])]","[array([0.04189691, 0.14989705])]",1.4258851317548973,-16.438388967359916,None
goe796.dat,"[0.1, 0.3]","[array([0.00732754, 0.00699411])]","[array([-0.08236784, -0.08347827])]","[array([0.73207748, 0.68144821])]","[array([0.10894099, 0.2097819 ])]",1.37733840048138,-16.439651465717017,None
e332.dat,"[0.1, 0.3]","[array([0.00757502, 0.00631155])]","[array([0.00155955, 0.01688792])]","[array([0.44877514, 0.39458911])]","[array([0.23414506, 0.95134832])]",1.2957061290332132,-16.45624159298025,None
ah93k132.dat,"[0.1, 0.3]","[array([0.00755861, 0.00554673])]","[array([-0.03731579, -0.03213018])]","[array([0.74501479, 0.73964361])]","[array([0.20368546, 0.94713113])]",1.1099647871496205,-16.468704797170478,None
oa212.dat,"[0.1, 0.3]","[array([0.00780673, 0.00605782])]","[array([ 0.00037602, -0.00130606])]","[array([0.63748955, 0.48864468])]","[array([0.15018435, 0.92911293])]",1.3235975049132673,-16.47368827137367,None
raf48.dat,"[0.1, 0.3]","[array([0.00713198, 0.00579962])]","[array([-0.04342503, -0.03756609])]","[array([0.59476562, 0.54440988])]","[array([0.3102589 , 0.70237871])]",1.294642026234801,-16.487633500259598,None
fx61184.dat,"[0.1, 0.3]","[array([0.00641982, 0.00655185])]","[array([-0.12019824, -0.12463625])]","[array([0.65681068, 0.6376007 ])]","[array([0.51788624, 0.5512717 ])]",1.4750550018410356,-16.500715067579115,None
sm701.dat,"[0.1, 0.3]","[array([0.00803364, 0.00591141])]","[array([-0.12211868, -0.12459995])]","[array([0.75858701, 0.71748971])]","[array([0.08255117, 0.54341636])]",1.5565057270228178,-16.527441514038095,None
goe389.dat,"[0.1, 0.3]","[array([0.00809723, 0.00729301])]","[array([-0.09009755, -0.08983977])]","[array([0.74425697, 0.62756151])]","[array([0.01307379, 0.06466989])]",1.4070444809788343,-16.541174497815472,None
ah93k130.dat,"[0.1, 0.3]","[array([0.00794589, 0.00551325])]","[array([-0.03566805, -0.03741072])]","[array([0.73996268, 0.73285612])]","[array([0.10077655, 0.9659813 ])]",1.1749125438141392,-16.55003469053886,None
kc135a.dat,"[0.1, 0.3]","[array([0.00619647, 0.00629384])]","[array([-0.01730463, -0.01753935])]","[array([0.58252989, 0.54316822])]","[array([0.57731505, 0.62187519])]",1.1597717213437377,-16.592785122001573,None
goe178.dat,"[0.1, 0.3]","[array([0.0081498, 0.007866 ])]","[array([-0.087345  , -0.08786633])]","[array([0.59982636, 0.49236847])]","[array([0.02202836, 0.05100564])]",1.4098313693079014,-16.59696516935668,None
clarkz.dat,"[0.1, 0.3]","[array([0.00787452, 0.00729179])]","[array([-0.08924923, -0.08836034])]","[array([0.74105175, 0.67502656])]","[array([0.03982801, 0.0672437 ])]",1.5059044233300418,-16.6429760581832,None
e642.dat,"[0.1, 0.3]","[array([0.00674113, 0.00580301])]","[array([-0.05346561, -0.0525463 ])]","[array([0.6447513 , 0.63091012])]","[array([0.44123253, 0.85321678])]",1.1474688502311814,-16.64717414037336,None
goe315.dat,"[0.1, 0.3]","[array([0.00860608, 0.00767089])]","[array([-0.06242187, -0.06091587])]","[array([0.62513648, 0.55594838])]","[array([0.00769706, 0.01995963])]",1.4319509492017888,-16.672270332142872,None
cootie.dat,"[0.1, 0.3]","[array([0.00869725, 0.00763786])]","[array([-0.10956722, -0.11062043])]","[array([0.78516936, 0.71924617])]","[array([0.01370624, 0.02765344])]",1.451662350298762,-16.679906026415335,None
naca2415.dat,"[0.1, 0.3]","[array([0.00665273, 0.0063544 ])]","[array([-0.05142826, -0.05088894])]","[array([0.65159878, 0.54665438])]","[array([0.38094904, 0.60421215])]",1.3110753804289577,-16.690559134935114,None
e793.dat,"[0.1, 0.3]","[array([0.0074322 , 0.00723195])]","[array([-0.11979156, -0.11944499])]","[array([0.61474106, 0.54517651])]","[array([0.22976302, 0.32917098])]",1.6561639734536444,-16.707540333664,None
e540.dat,"[0.1, 0.3]","[array([0.00586448, 0.00603272])]","[array([-0.05789653, -0.05964221])]","[array([0.70574433, 0.680646  ])]","[array([0.72004207, 0.72780708])]",1.0899961310785873,-16.711964219055346,None
hor12.dat,"[0.1, 0.3]","[array([0.00802174, 0.0078169 ])]","[array([-0.10472522, -0.1067547 ])]","[array([0.65361666, 0.59028844])]","[array([0.14276347, 0.21023405])]",1.578569850834508,-16.72533226114402,None
goe693.dat,"[0.1, 0.3]","[array([0.00745942, 0.007113  ])]","[array([-0.08278238, -0.08420133])]","[array([0.72193582, 0.67573296])]","[array([0.10733982, 0.20835562])]",1.3898207891891599,-16.72750150526832,None
goe182.dat,"[0.1, 0.3]","[array([0.00855343, 0.00827556])]","[array([-0.09850542, -0.09818213])]","[array([0.59582583, 0.45499557])]","[array([0.02032561, 0.04207303])]",1.6301417699639016,-16.73481773032004,None
n2415.dat,"[0.1, 0.3]","[array([0.00665338, 0.00635054])]","[array([-0.05153499, -0.05107598])]","[array([0.65117843, 0.55031057])]","[array([0.38170072, 0.59798598])]",1.2989359200310937,-16.735389430034317,None
isa962.dat,"[0.1, 0.3]","[array([0.00874625, 0.00785738])]","[array([-0.08883163, -0.08967716])]","[array([0.7643071 , 0.70926263])]","[array([0.01550388, 0.03017774])]",1.6587548819070193,-16.74375141808938,None
s1048.dat,"[0.1, 0.3]","[array([0.00625006, 0.00650647])]","[array([-5.53893652e-05,  2.51779223e-05])]","[array([0.49692277, 0.41351922])]","[array([0.57072282, 0.64897168])]",1.08034772630389,-16.747577919527515,None
goe479.dat,"[0.1, 0.3]","[array([0.00762107, 0.00726007])]","[array([-0.08915259, -0.08729086])]","[array([0.7020411 , 0.62908616])]","[array([0.06904217, 0.11598415])]",1.388334248617025,-16.750788736582187,None
usa48.dat,"[0.1, 0.3]","[array([0.00677891, 0.00647712])]","[array([-0.08235104, -0.07698212])]","[array([0.67585787, 0.59260944])]","[array([0.33396862, 0.49496135])]",1.2947541312224142,-16.757335999634286,None
e325.dat,"[0.1, 0.3]","[array([0.00617747, 0.00675981])]","[array([0.05491818, 0.05507703])]","[array([0.38486071, 0.33795649])]","[array([0.86518529, 0.86593778])]",1.1382832276647865,-16.795998966879853,None
du-80-176-v1.dat,"[0.1, 0.3]","[array([0.00670287, 0.00627687])]","[array([-0.10633431, -0.11114367])]","[array([0.67085158, 0.64532181])]","[array([0.45049393, 0.68823101])]",1.4143647920441955,-16.797846940131524,None
goe318.dat,"[0.1, 0.3]","[array([0.00834154, 0.00765911])]","[array([-0.04247557, -0.04338954])]","[array([0.58035078, 0.52939023])]","[array([0.01512576, 0.04230233])]",1.4377800453540657,-16.81114300815865,None
sc20012.dat,"[0.1, 0.3]","[array([0.00531792, 0.00786555])]","[array([-0.00061114, -0.00066206])]","[array([0.67537391, 0.1690222 ])]","[array([0.74825342, 0.78442189])]",1.156326412767865,-16.812504360997217,None
goe501.dat,"[0.1, 0.3]","[array([0.0085238 , 0.00744633])]","[array([-0.17534834, -0.17507276])]","[array([0.80277649, 0.76026662])]","[array([0.03698526, 0.0653052 ])]",1.6375280364581963,-16.81376177618794,None
s8035.dat,"[0.1, 0.3]","[array([0.00607193, 0.00652719])]","[array([0.00155923, 0.00556006])]","[array([0.50034382, 0.35820747])]","[array([0.62365144, 0.74030872])]",1.1118776984878123,-16.818041934082665,None
fx05191.dat,"[0.1, 0.3]","[array([0.00592594, 0.00579858])]","[array([-0.10887232, -0.11338325])]","[array([0.75109233, 0.73000969])]","[array([0.57297622, 0.66228499])]",1.1973711356612162,-16.82178797056697,None
ah79k132.dat,"[0.1, 0.3]","[array([0.00833831, 0.00546309])]","[array([-0.07872287, -0.07900482])]","[array([0.70184236, 0.69041716])]","[array([0.05725371, 0.77758889])]",1.2188880839358636,-16.827727729940687,None
daytonwrightt1.dat,"[0.1, 0.3]","[array([0.00764033, 0.00700608])]","[array([-0.09547492, -0.0940754 ])]","[array([0.7593364, 0.6939123])]","[array([0.08127734, 0.18637411])]",1.5308056345665084,-16.830535202505683,None
fx61168.dat,"[0.1, 0.3]","[array([0.00714034, 0.0065445 ])]","[array([-0.116397 , -0.1238563])]","[array([0.58912686, 0.56402084])]","[array([0.35799456, 0.60029608])]",1.4992274773556047,-16.8380331902124,None
mh92.dat,"[0.1, 0.3]","[array([0.00613422, 0.00669317])]","[array([0.03173483, 0.03101774])]","[array([0.37657476, 0.32834561])]","[array([0.77878856, 0.83261567])]",1.3118306117460565,-16.858222615982527,None
arad10.dat,"[0.1, 0.3]","[array([0.00833953, 0.00801905])]","[array([-0.07908923, -0.07997721])]","[array([0.77593077, 0.67450644])]","[array([0.06012326, 0.09067695])]",1.6482523484204439,-16.86918093268971,None
fx68h120.dat,"[0.1, 0.3]","[array([0.0069688, 0.0066123])]","[array([-0.01921022, -0.01375289])]","[array([0.59673092, 0.28409699])]","[array([0.25914368, 0.91297506])]",1.1650667824712508,-16.896878982344067,None
e397.dat,"[0.1, 0.3]","[array([0.00785111, 0.00705618])]","[array([-0.16479293, -0.16685022])]","[array([0.74143102, 0.71190906])]","[array([0.08807596, 0.20426675])]",1.470799816325188,-16.903191370522464,None
mh82.dat,"[0.1, 0.3]","[array([0.00872218, 0.00656005])]","[array([-0.01571061, -0.01409608])]","[array([0.37605069, 0.33536058])]","[array([0.06397703, 0.68706245])]",1.647962476357564,-16.904725011657536,None
goe436.dat,"[0.1, 0.3]","[array([0.00753356, 0.00757025])]","[array([-0.08112656, -0.07693174])]","[array([0.71774119, 0.56969818])]","[array([0.05908367, 0.07377139])]",1.3713501298321265,-16.907740636018055,None
ste87151.dat,"[0.1, 0.3]","[array([0.00867423, 0.00522405])]","[array([-0.11691505, -0.11626366])]","[array([0.87102739, 0.8739004 ])]","[array([0.04816546, 0.76635557])]",1.2700757828280032,-16.909223510165003,None
e477.dat,"[0.1, 0.3]","[array([0.00602342, 0.00624042])]","[array([-1.14878584e-04,  1.48345223e-05])]","[array([0.55313177, 0.47654255])]","[array([0.61565018, 0.68374476])]",1.0580165895031501,-16.911429045193582,None
e210.dat,"[0.1, 0.3]","[array([0.0081528 , 0.00668669])]","[array([-0.12655261, -0.12626118])]","[array([0.6770894 , 0.60601337])]","[array([0.04939006, 0.37648692])]",1.4781366897553736,-16.91388756016948,None
e216.dat,"[0.1, 0.3]","[array([0.00934714, 0.00750695])]","[array([-0.18674511, -0.19635813])]","[array([0.94469593, 0.93416164])]","[array([0.01218727, 0.02356278])]",1.5370229952531027,-16.939362334570465,None
e396.dat,"[0.1, 0.3]","[array([0.00825296, 0.00706718])]","[array([-0.16580188, -0.16770025])]","[array([0.75141707, 0.7176475 ])]","[array([0.04653533, 0.17562549])]",1.5131696514816926,-16.9639969979511,None
tsagi_r3a.dat,"[0.1, 0.3]","[array([0.0089051 , 0.00668647])]","[array([-0.02731018, -0.02675637])]","[array([0.37645916, 0.33449846])]","[array([0.06046661, 0.68120607])]",1.6630334791330816,-16.98398821652292,None
e598.dat,"[0.1, 0.3]","[array([0.00818579, 0.0075371 ])]","[array([-0.03896693, -0.03905036])]","[array([0.49295412, 0.46759841])]","[array([0.05089717, 0.18251708])]",1.509236582495139,-16.984124905331104,None
naca23015.dat,"[0.1, 0.3]","[array([0.00627667, 0.0067657 ])]","[array([-0.00615446, -0.00481063])]","[array([0.46824948, 0.34786229])]","[array([0.65764454, 0.79443476])]",1.3620238205500101,-16.993948663370958,None
goe701.dat,"[0.1, 0.3]","[array([0.00767903, 0.00738468])]","[array([-0.11164621, -0.10774202])]","[array([0.74188913, 0.68004126])]","[array([0.08755108, 0.11512223])]",1.5089288388782782,-16.994383145817938,None
usa40.dat,"[0.1, 0.3]","[array([0.00812816, 0.00784832])]","[array([-0.11562163, -0.11546736])]","[array([0.67677314, 0.56696682])]","[array([0.0503641 , 0.08149218])]",1.7422299464110802,-17.019158006218483,None
goe438.dat,"[0.1, 0.3]","[array([0.00766327, 0.00753144])]","[array([-0.08053547, -0.07687537])]","[array([0.70045284, 0.59055201])]","[array([0.05981961, 0.07073675])]",1.3693683847452565,-17.037955921335232,None
goe12k.dat,"[0.1, 0.3]","[array([0.0079272 , 0.00710028])]","[array([-0.14784336, -0.1426752 ])]","[array([0.86622282, 0.86411888])]","[array([0.05762579, 0.08216888])]",1.3509217903705826,-17.04499690904999,None
sd7062.dat,"[0.1, 0.3]","[array([0.00808302, 0.00701227])]","[array([-0.08559452, -0.08581708])]","[array([0.6170217 , 0.55654659])]","[array([0.06369756, 0.27642666])]",1.5840883175324842,-17.047912551342694,None
e560.dat,"[0.1, 0.3]","[array([0.00754275, 0.00765148])]","[array([-0.16001577, -0.15880266])]","[array([0.68296033, 0.60185247])]","[array([0.20560706, 0.23965988])]",1.7171926620849631,-17.048866115066474,None
e855.dat,"[0.1, 0.3]","[array([0.00717161, 0.00678029])]","[array([-0.12088445, -0.12059143])]","[array([0.62328969, 0.58008232])]","[array([0.27539648, 0.46749068])]",1.4144148600884106,-17.0666246032666,None
e266.dat,"[0.1, 0.3]","[array([0.0060626 , 0.00647253])]","[array([-0.0607778 , -0.06404924])]","[array([0.60385426, 0.58793318])]","[array([0.73950583, 0.77999931])]",1.263029163430901,-17.088046425711617,None
e837.dat,"[0.1, 0.3]","[array([0.00604731, 0.00605702])]","[array([-0.00102464, -0.003068  ])]","[array([0.59945103, 0.5630442 ])]","[array([0.63070487, 0.66023317])]",0.9906749100341583,-17.093203308432408,None
fx05188.dat,"[0.1, 0.3]","[array([0.00609385, 0.00623162])]","[array([-0.10919563, -0.11374109])]","[array([0.68702952, 0.66999392])]","[array([0.57954505, 0.63311624])]",1.2655003702902485,-17.098662149366987,None
goe601.dat,"[0.1, 0.3]","[array([0.00635456, 0.00619471])]","[array([-0.06942556, -0.06647167])]","[array([0.70069646, 0.6602385 ])]","[array([0.44292039, 0.52574613])]",1.1651647168933787,-17.103130330180946,None
naca6412.dat,"[0.1, 0.3]","[array([0.00808871, 0.0075455 ])]","[array([-0.15220956, -0.15234562])]","[array([0.7903978 , 0.72347734])]","[array([0.05081131, 0.0683806 ])]",1.5219862617012232,-17.15473151201409,None
goe328.dat,"[0.1, 0.3]","[array([0.00879285, 0.00787325])]","[array([-0.07849077, -0.07950118])]","[array([0.71705932, 0.6296058 ])]","[array([0.01390471, 0.01668442])]",1.43780658204058,-17.16027411155234,None
naca663418.dat,"[0.1, 0.3]","[array([0.00600255, 0.00620762])]","[array([-0.07701263, -0.08092993])]","[array([0.73888978, 0.72689449])]","[array([0.69438458, 0.72455607])]",1.2014170775240085,-17.168771544767456,None
goe613.dat,"[0.1, 0.3]","[array([0.00849999, 0.00719181])]","[array([-0.09739158, -0.09278335])]","[array([0.81285333, 0.72147993])]","[array([0.01725187, 0.02255314])]",1.3570560506031024,-17.17469412820822,None
n63215b.dat,"[0.1, 0.3]","[array([0.00608233, 0.00777893])]","[array([-0.02832007, -0.02749921])]","[array([0.60059736, 0.24309079])]","[array([0.5606675 , 0.60586885])]",1.4521718393387024,-17.21237001429853,None
goe303.dat,"[0.1, 0.3]","[array([0.00893748, 0.00798322])]","[array([-0.12437698, -0.12457468])]","[array([0.78113169, 0.7061898 ])]","[array([0.01516689, 0.02723662])]",1.651484511400481,-17.21639671111864,None
mrc-20.dat,"[0.1, 0.3]","[array([0.00791107, 0.00567515])]","[array([-0.08597387, -0.08149926])]","[array([0.79764309, 0.73165887])]","[array([0.03699557, 0.59073893])]",1.3187391111394444,-17.22849464239313,None
e399.dat,"[0.1, 0.3]","[array([0.00770602, 0.0072822 ])]","[array([-0.15755905, -0.15916947])]","[array([0.69198758, 0.65180198])]","[array([0.14823285, 0.23280425])]",1.5511146104540898,-17.244950247189237,None
fx78k140.dat,"[0.1, 0.3]","[array([0.00826173, 0.00541076])]","[array([-0.04954022, -0.0460878 ])]","[array([0.67653351, 0.66324251])]","[array([0.0615945 , 0.89771763])]",1.1809906407810926,-17.24769317880995,None
goe286.dat,"[0.1, 0.3]","[array([0.00845381, 0.00802408])]","[array([-0.06403868, -0.06448795])]","[array([0.62845   , 0.52099363])]","[array([0.01276374, 0.03833132])]",1.529774272902217,-17.25434520616995,None
goe137.dat,"[0.1, 0.3]","[array([0.00893377, 0.00756026])]","[array([-0.08131792, -0.08124514])]","[array([0.67762   , 0.60570008])]","[array([0.0066848 , 0.02906019])]",1.416662823395084,-17.255255984805984,None
aquilasm.dat,"[0.1, 0.3]","[array([0.00878304, 0.00749388])]","[array([-0.06525009, -0.06402934])]","[array([0.65685836, 0.58104353])]","[array([0.00724608, 0.01607322])]",1.4329585530842173,-17.259081144819366,None
e559.dat,"[0.1, 0.3]","[array([0.00751238, 0.00751689])]","[array([-0.13628496, -0.13575367])]","[array([0.63349611, 0.56528593])]","[array([0.23709653, 0.28205452])]",1.654683552893218,-17.262893810218788,None
e335.dat,"[0.1, 0.3]","[array([0.00664512, 0.00735725])]","[array([0.05589436, 0.05109756])]","[array([0.38510397, 0.34931732])]","[array([0.92183615, 0.92004542])]",1.3054955769142138,-17.274968205594792,None
goe308.dat,"[0.1, 0.3]","[array([0.00853757, 0.00758008])]","[array([-0.08680044, -0.08055451])]","[array([0.74829621, 0.61002075])]","[array([0.01263022, 0.04561448])]",1.3121081196081534,-17.279178163132208,None
e682.dat,"[0.1, 0.3]","[array([0.00724928, 0.00566981])]","[array([-0.07035264, -0.06898152])]","[array([0.72235055, 0.71070006])]","[array([0.27764534, 0.84296554])]",1.1253486062720581,-17.324370880229388,None
davis_corrected.dat,"[0.1, 0.3]","[array([0.00674017, 0.00623532])]","[array([-0.01693296, -0.01358808])]","[array([0.4636366 , 0.43631745])]","[array([0.53248919, 0.76564372])]",1.2371507094760612,-17.327368391419444,None
goe629.dat,"[0.1, 0.3]","[array([0.00704008, 0.00691566])]","[array([-0.07613233, -0.07193571])]","[array([0.71990751, 0.62552425])]","[array([0.18452715, 0.27052774])]",1.249241484828518,-17.32888274062821,None
usa22.dat,"[0.1, 0.3]","[array([0.00881212, 0.00752928])]","[array([-0.07823643, -0.0777633 ])]","[array([0.62053257, 0.5252648 ])]","[array([3.11056283e-06, 6.60683578e-02])]",1.3815712589452227,-17.336031985985578,None
e715.dat,"[0.1, 0.3]","[array([0.00695781, 0.00710883])]","[array([-0.04148487, -0.04272843])]","[array([0.51675407, 0.4981234 ])]","[array([0.46054428, 0.48450941])]",1.2831474608394347,-17.339120093447196,None
fx66s161.dat,"[0.1, 0.3]","[array([0.00711343, 0.00707607])]","[array([-0.09214583, -0.09354961])]","[array([0.53716757, 0.51449833])]","[array([0.34965417, 0.4773366 ])]",1.4371114582214852,-17.35368201391634,None
rhodesg32.dat,"[0.1, 0.3]","[array([0.00766685, 0.00767967])]","[array([-0.08003339, -0.07789783])]","[array([0.69983928, 0.54704411])]","[array([0.0631897 , 0.09362481])]",1.4532058155005407,-17.357504805036477,None
e341.dat,"[0.1, 0.3]","[array([0.00641932, 0.00744572])]","[array([0.03739625, 0.03309084])]","[array([0.39463649, 0.3676114 ])]","[array([0.91021713, 0.91563436])]",1.3809134119187159,-17.36825888948361,None
ah94156.dat,"[0.1, 0.3]","[array([0.00790631, 0.00560157])]","[array([-0.0730346 , -0.07763046])]","[array([0.68897933, 0.67241674])]","[array([0.15765558, 0.79225958])]",1.2957700965510077,-17.37452886024267,None
clarym15.dat,"[0.1, 0.3]","[array([0.00739591, 0.00694872])]","[array([-0.0814447, -0.0807085])]","[array([0.70486144, 0.63562475])]","[array([0.17190198, 0.31826034])]",1.5010633236958992,-17.376350644653233,None
